artist,genre
Michael Bublé,jazz
Motörhead,rock
Erlend Øye,electronic
Poliça,synthpop
Lindstrøm & Christabelle,disco
Beyoncé,r&b
The Cooper Temple Clause,rock
The Spook School,indie pop
Jason Isbell,rock
David Nail,country
Granger Smith,country
Cole Swindell,country
Thomas Rhett,country
Steve Earle,country
Brooks & Dunn,country
Easton Corbin,country
Darius Rucker with Lady Antebellum,country
Kacey Musgraves,country
Sam Hunt,country
Siskiyou,folk
Wallis Bird,folk
Roots Manuva,hip hop
Iron & Wine,folk
Denison Witmer,singer-songwriter
mewithoutYou,post-hardcore
Imagine Dragons,rock
Cheryl Cole,pop
Chris Brown,r&b
The Wanted,pop
The Paper Kites,indie folk
Taylor Swift,country
Christina Perri,pop
Charlene Soraia,folk
Alyssa Reid,pop
Colbie Caillat,pop
Charlie Brown,blues
Matt Corby,folk
Mariah Carey,pop
Bruno Mars,pop
Dappy,rap
Duke Dumont,house
Ke$ha,pop
Lawson,pop
Jason Derülo,pop
Naughty Boy,r&b
Afrojack feat Chris Brown,dance
Nelly,rap
Pitbull,hip hop
Samantha Jade,pop
Ludacris,hip hop
Trina ft Kelly Rowland,rap
Shontelle,pop
Nicki Minaj,hip hop
Far East Movement,pop
Leddra Chapman,folk
Calvin Harris,dance
Shakira,pop
Lady Gaga,pop
Christina Aguilera,pop
Alexandra Burke,soul
The Verve,rock
Alicia Keys,r&b
Girls Aloud,pop
The Script,pop
Gabrielle Aplin,pop
Rita Ora,pop
ne,r&b
Britney Spears,pop
Aggro Santos Feat Kimberly Wyatt,rap
Alexandra Stan,dance
Willow Smith,r&b
The Cult,hard rock
Talking Heads,rock
Bell Jar,symphony
Belle and Sebastian,indie pop
so alive,club
Manchester Orchestra,rock
Beautiful Day,rock
Eddie Vedder,soundtrack
Chocolate Puma,house
The Black Keys,blues
Paul & Linda McCartney,70s
Marshall Hain,pop
Moonshine,doom metal
Poison,rock
Nancy Sinatra,pop
Stereophonics,rock
Garbage,rock
The Trashmen,surf music
Then Jerico,80s
Wire,punk
Hard-Fi,indie rock
Susan Fassbender,new wave
Madonna,pop
Editors,rock
Fun Lovin' Criminals,blues
Then Jericho,80s
Longpigs,rock
Sneaker Pimps,electronica
The Lotus Eaters,new wave
This Mortal Coil,dream pop
Maps,shoegaze
Lo Fidelity Allstars,big beat
Art Brut,rock
Killing Joke,rock
The Dandy Warhols,rock
Monsoon,reggae
Tame Impala,psychedelic
The Darkness,hard rock
Primal Scream,rock
Bondax,electronic
Danger Mouse and Sparklehorse,soul
Daughter,indie folk
Donovan,folk
All Saints,pop
Hercules and Love Affair,disco
Bat for Lashes,indie rock
Uriah Heep,rock
The Mission,rock
Vampire Weekend,indie rock
Groove Armada,dance
Ride,shoegaze
Simple Minds,rock
Sad Café,rock
Racing Cars,rock
Tone-Lōc,rap
Streetband,70s
Learning To Fly,dance
No Expectations,blues
Jimmy Carr VS Hecklers,comedy
INXS,rock
梁心頤,pop
周杰倫,pop
張韶涵,pop
楊丞琳,pop
王菲,pop
陳奕迅,pop
丁噹,pop
Johnny Cash,country
ScHoolboy Q,rap
The Killers,rock
Bad Meets Evil,hip hop
D12,rap
2Pac,rap
Joell Ortiz,hip hop
TI,hip hop
Mobb Deep,hip hop
The Vaccines,indie rock
Ice Cube,hip hop
Linkin Park,rock
Lox,rap
Ja Rule,rap
Obie Trice,hip hop
DJ Khaled ft Akon, Lil Wayne, TI, Rick Ross, Baby, Fat Joe,hip hop
DMX,hip hop
Young Buck,rap
The Notorious BIG,hip hop
Fabolous,hip hop
Raekwon,hip hop
Jay Z & NAS,rap
Krayzie Bone,rap
Andre Nickatina,rap
Eminem, J - Black, & Masta Ace,rap
Kanye West, Jay-Z, Rick Ross, Nicki Minaj, Bon Iver,hip hop
Rick Ross,rap
Milo,hip hop
Mew,rock
Black Milk,hip hop
Big KRIT,hip hop
Blood Orange,funk
Exuma,folk
Run the Jewels,rap
moe,rock
Luciano Pavarotti,opera
Clarence Clarity,break
Midlake,rock
Raury,funk
Cut Copy,pop
Julianna Barwick,ambient
Czarface,rap
Bas,hip hop
The Black Knights,hip hop
Moby,ambient
Alex G,pop
Adrian Younge,soul
Pavement,indie rock
Stormzy,grime
DANGERDOOM,hip hop
Fugazi,punk
Pokémon,soundtrack
Claude-Michel Schönberg,soundtrack
Bury Tomorrow,metalcore
(həd) pe,rapcore
Storm the Sky,metalcore
Snot,metal
BABYMETAL,metal
DJ Deekline & Ed Solo,remix
Funeral for a Friend,rock
The Bouncing Souls,punk
Bring Me the Horizon,metalcore
Skindred,reggae
Bad Religion,punk
Decade,coldwave
Hands Like Houses,post-hardcore
Architects,metalcore
Stone Sour,rock
Falling in Reverse,post-hardcore
Brains,electronic
Korn,rock
I Am Ghost,post-hardcore
Nicotine,ska
Steel Panther,glam metal
Asking Alexandria,metalcore
Deathstars,metal
The Subways,rock
Cancer Bats,rock
Northlane,metalcore
Foals,math rock
Does It Offend You, Yeah?,dance-punk
As I Lay Dying,metalcore
Devil Sold His Soul,ambient
Hatebreed,hardcore
Saosin,post-hardcore
Neck Deep,pop punk
Rusko,dubstep
Atreyu,rock
Knife Party,electro house
Issues,rock
Powerman 5000,rock
Alice in Chains,grunge
A Day to Remember,pop punk
Black Veil Brides,rock
Volbeat,metal
Marmozets,punk
Sleeping with Sirens,post-hardcore
Lacuna Coil,rock
Oceans Ate Alaska,metalcore
Mindless Self Indulgence,punk
The Dillinger Escape Plan,metal
Refused,hardcore
From Autumn To Ashes,screamo
Sum 41,punk
Underoath,metalcore
Good Charlotte,rock
Travis,rock
Pennywise,punk
The All‐American Rejects,dance
Slaves,rock
Red Dragon Cartel,hard rock
Taking Back Sunday,emo
Basement Jaxx,house
August Burns Red,metalcore
Hoobastank,rock
Twin Atlantic,rock
Of Mice & Men,metalcore
Young Guns,rock
Beartooth,metalcore
Leslie West,rock
No Devotion,alternative rock
Chase & Status,drum and bass
Reuben,rock
New Dead Radio,rock
Puddle of Mudd,rock
Suicide Silence,death metal
Trivium,thrash metal
Steriogram,rock
Slick Shoes,punk
Idiot Pilot,post-hardcore
Glen Hansard & Markéta Irglová,soundtrack
Cœur de Pirate,indie pop
The Tallest Man on Earth,folk
Cole Porter,jazz
Lo-Fang,r&b
MT WARNING,break
The Internet,soul
Jackson Browne,rock
Everything But the Girl,electronica
Band of Horses,indie rock
Lewis,emo
Years & Years,electropop
Ryan Bingham,country
Sebastián Codex,alternative
Real Estate,indie
Sam & Dave,soul
Simone Felice,singer-songwriter
Will Young,pop
CunninLynguists,hip hop
Aesop Rock,hip hop
Sadistik,hip hop
Buffalo Tom,alternative
Johnny Foreigner,indie rock
The Wrens,indie rock
Death from Above 1979,dance-punk
King Creosote,folk
Shovels & Rope,country
Anaïs Mitchell,folk
Lower Than Atlantis,rock
The Decemberists,folk rock
Melanie C,pop
Deacon Blue,pop
The Menzingers,punk
Ben Folds,rock
Goo Goo Dolls,rock
Joseph Williams,rock
Ernie Sabella,soundtrack
Cheech Marin,comedy
Laura Williams,house
Carmen Twillie,soundtrack
Blue Öyster Cult,rock
The Pains of Being Pure at Heart,pop
The Hotelier,emo
The Early November,emo
They Might Be Giants,rock
Hüsker Dü,alternative
Sonic Youth,rock
Jay Reatard,punk
Cloud Nothings,lo-fi
Japandroids,rock
Pulled Apart By Horses,post-hardcore
London Grammar,pop
Disclosure,house
Jeff Williams,jazz
David Jordan,pop
Girl Talk,pop
Cascada,dance
Alphabeat,pop
Embrace,rock
Bill Whelan,celtic
Panic! at the Disco,emo
The Fratellis,rock
Kerry Muzzey,classical
Tom Odell,singer-songwriter
McFly,pop
Tinkara Kovač,rock
Emeli Sandé,soul
Los Del Río,dance
Susanne Sundfør,singer-songwriter
ZHU,electronic
Lily Allen,pop
Ariana Grande,pop
Adore Delano,pop
Duran Duran,pop
Frankie Knuckles,house
Nick Jonas,pop
John Newman,soul
RAC,remix
Brayton Bowman,indie pop
Spice Girls,pop
Livin' Joy,dance
Chela,pop
Dr Kucho!,house
Melanie Martinez,indie folk
The Todd Terry Project,house
Zhala,swedish pop
Charli XCX,pop
Petite Meller,dream pop
Kiesza,pop
Kimberly Anne,pop
Secondcity,disco
Katy B,dubstep
La Roux,pop
Cash Cash,pop
HAIM,r&b
Wankelmut,house
Galantis,dance
Daniel Bedingfield,pop
Todd Terry,house
Martin Solveig,funk
Indiana,dance
Watermät,electronic
Ryn Weaver,pop
Sia,pop
Keys N Krates,electronic
Jasmine Thompson,pop
Halsey,country
Little Mix,pop
X-Press 2,dance
Demi Lovato,pop
Raise,house
Cajsa Siik,singer-songwriter
Cyril Hahn,electronic
Tazer,electronic
Broadway,post-hardcore
Spitalfield,alternative rock
Just Surrender,rock
The Ataris,punk
Thrice,post-hardcore
Four Year Strong,pop punk
As Tall As Lions,indie
Take The Crown,post-hardcore
Armor for Sleep,emo
Alesana,screamo
Escape the Fate,rock
Gob,punk
MAE,emo
Kids In The Way,rock
Madcap,punk
Acceptance,alternative
A Bullet For Pretty Boy,metalcore
Dead Poetic,rock
Hit the Lights,pop punk
I Set My Friends on Fire,post-hardcore
We the Kings,pop
Trentemøller,electronic
N-Dubz,hip hop
The White Stripes,rock
Menno de Jong,trance
ASIAN KUNG-FU GENERATION,rock
下村陽子,soundtrack
植松伸夫,soundtrack
DJ Sammy,dance
Scotty,reggae
U96 feat Das Bo,techno
Dreamgate,trance
近藤浩治,soundtrack
Gigi D'Agostino,dance
Jean Claude Ades,house
The Black Mages,progressive metal
CRW,trance
増田俊郎,jrock
Sash!,dance
blink-182,punk
Scooter,techno
Fort Minor,hip hop
The Real Booty Babes,dance
Box Car Racer,emo
Velvet,pop
DJ Brian Howe,dance
Stevie B,pop
Ewan McGregor; Nicole Kidman,soundtrack
Nine Inch Nails,industrial
Talla 2XLC vs Carl B,trance
Global Deejays,dance
Aeronautics,electro house
Flow,rock
Mason vs Princess Superstar,electro house
Groove Coverage,dance
Pain,industrial metal
Switchfoot,rock
CygnosiC,industrial
Livingston,rock
Tiësto,trance
Clubbticket,dance
Feeldii And Kez,dance
Kindervater,dance
G3,rock
Celldweller,industrial
Project Zero,electro
Machinae Supremacy,metal
In Flames,death metal
Lytz,electro
Akon,r&b
The Red Jumpsuit Apparatus,rock
The Presets,electronic
Vito Tha Champ ft Akon,southern rap
Tranceatlantic,hard trance
Darren Styles,hardcore
Alex Megane,dance
The Adventures of Duane & BrandO,nerdcore
Röyksopp,electronic
Within Temptation,rock
Rock City,r&b
Jay-Z and Linkin Park,rap
Black Eyed Peas,pop
El-P & Trent Reznor,east coast rap
Shocking Lemon,jrock
Jordin Sparks,pop
Crush 40,hard rock
Keri Hilson,r&b
Kings of Leon,rock
Breaking Benjamin,rock
Tokyo Police Club,indie rock
Jack Wall and Sam Hulick,dark ambient
The Pretty Reckless,rock
The Strokes,rock
Jamie T,punk
Air Traffic,indie rock
Asher Roth,hip hop
Jake Bugg,folk
The Metros,punk
Rudimental,drum and bass
THE JAKPOT,indie
Good Shoes,indie rock
The Libertines,rock
Bromheads Jacket,indie rock
Keaton Henson,singer-songwriter
Futures,soul
The Pigeon Detectives,indie rock
Funeral Party,dance-punk
Bombay Bicycle Club,indie
New Politics,alternative
The Scarlet Harlots,indie
José González,singer-songwriter
The Cast of Cheers,indie
Fidlar,garage rock
Badly Drawn Boy,indie
Richard Ashcroft,rock
The Frames,rock
Ocean Colour Scene,rock
Elvis Presley,rock
DRUGS,electronic
Cage the Elephant,rock
Canterbury,rock
Phinehas,metalcore
Hyro Da Hero,hip hop
Rise to Remain,metal
Underground Heroes,ska
Sultans Of Ping FC,punk
Oberhofer,lo-fi
Steer Clear,pop punk
Buzzcocks,punk
Florrie,pop
Dream On, Dreamer,metalcore
Pet Slimmers of the Year,metal
The Proper Ornaments,psychedelic
Richard Dawkins,brutal death metal
EF,post rock
Lucy Claire,remix
St Lucia,synthpop
Necros Christos,death metal
I Break Horses,shoegaze
Banks,electronic
Krewella,dubstep
Nachtmystium,black metal
Happy Days,black metal
Amaranthe,metal
A Forest of Stars,black metal
Alcest,black metal
Ì8ë8òõ,rock
Him,rock
Der Stürmer,national socialist black metal
Serenity,symphonic metal
We Are the In Crowd,pop rock
The 69 Eyes,rock
Dead by April,metal
Negative,rock
The Rasmus,rock
Unsun,gothic metal
The Band Perry,country
Ahab,funeral doom
James Blunt,pop
Laurel Halo,electronic
Dionne Warwick,pop
Bert Jansch,folk
Tricky,trip hop
Björk,experimental
Palmbomen,experimental
Philip Glass,classical
Craig Leon,electronic
James Blake,dubstep
Miguel,r&b
Earl Sweatshirt,rap
Actress,electronic
Gravenhurst,folk
Bibio,folk
Fats Waller,jazz
Cluster,ambient
John Fahey,folk
Soundtrack,techno
Joanna Newsom,folk
Dorothy Ashby,jazz
Late of the Pier,dance-punk
Metronomy,pop
The Books,experimental
Deerhoof,noise
The Haxan Cloak,dark ambient
Autechre,electronic
Forest Swords,dub
Hype Williams,electronic
Objekt,dubstep
Dean Blunt,lo-fi
Zomby,dubstep
Oneohtrix Point Never,electronic
John Carpenter,soundtrack
Howard Shore,soundtrack
Lee "Scratch" Perry,reggae
A Certain Ratio,post-punk
Prince,funk
Miles Davis,jazz
Macintosh Plus,drone
Planningtorock,electronic
David Axelrod,jazz
James Pants,electro
Suuns and Jerusalem In My Heart,indie
Levon Vincent,deep house
Robert Wyatt,progressive rock
Sébastien Tellier,electronic
Fatima Al Qadiri,electronic
Jlin,r&b
Jon Hopkins,electronic
Comeback Kid,hardcore
Batch,reggae
Babyshambles,indie rock
Groundation,reggae
Damian Marley,reggae
Skitz,hip hop
Eek-a-Mouse,reggae
Alborosie,reggae
Buggsy,reggae
The Postal Service,electronica
Right Away, Great Captain!,folk
King Krule,jazz
Skinnyman,hip hop
Crosby, Stills, Nash & Young,rock
Fuse ODG,afrobeat
Frank Zappa,rock
Lamb,electronica
Nina Nastasia,folk
John Parish and Polly Jean Harvey,singer-songwriter
Morcheeba,trip hop
Dead Moon,punk
Howlin Rain,psychedelic
Kimya Dawson,anti-folk
Antsy Pants,anti-folk
The Mountain Goats,lo-fi
The Moldy Peaches,anti-folk
Conor Oberst,folk
Mirah,folk
Devendra Banhart,folk
Gregory and the Hawk,indie pop
Jaymay,singer-songwriter
Regina Spektor,pop
Mateo Messina,soundtrack
Herman Düne,anti-folk
Jeffrey Lewis,anti-folk
Diane Cluck,anti-folk
Jenny Owen Youngs,singer-songwriter
Tilly and the Wall,indie pop
Barry Louis Polisar,children music
Coachwhips,garage rock
Holy Hail,electro
Urinals,punk
Patrick Wolf,folk
PJ Harvey,rock
Mogwai,rock
The Album Leaf,ambient
Sigur Rós,ambient
Nick Cave & The Bad Seeds,post-punk
Eliza Gilkyson,folk
The Dresden Dolls,cabaret
Mudhoney,grunge
The Bronx,rock
Queens of the Stone Age,rock
While She Sleeps,metal
NWA,rap
Black Spiders,rock
War from a Harlots Mouth,metalcore
Charlie Parr,blues
The Beauty of Gemina,gothic
Abney Park,industrial
Cornershop,british pop
Manuskript and Real Gothic FC,gothic
Cryogenica,industrial
Adam Ant,new wave
Adam and the Ants,new wave
Combichrist vs Lady Gaga,aggrotech
Fuzzbox,pop
Neon Zoo,industrial
Project Pitchfork,industrial
Manuskript,gothic
Foreign Beggars feat Skrillex,grime
i SQUARE,hip hop
Kill the Noise,electro house
Borgore,dubstep
Swedish House Mafia vs Knife Party,house
Excision,dubstep
Devin Townsend Project,ambient
Scar Symmetry,melodic death metal
DC Breaks,drum and bass
DJ Fresh feat RaVaughn,drum and bass
Cookie Monsta,dubstep
Zardonic, Throttler and Lowbss,drum and bass
Spectrasoul feat Tamara Blessa,drum and bass
Delta Heavy,drum and bass
Zardonic, Counterstrike, Gein and Robyn Kaos,digital hardcore
Dream feat Beezy,pop
Subzee-D,dubstep
Zardonic,drum and bass
Zardonic and Voicians,drum and bass
Modestep,dubstep
Zardonic and Receptor,neurofunk
Meta,dubstep
Calverton feat Melleefresh,electro
Zardonic & Reid Speed,drum and bass
Zardonic & Messinian,drum and bass
Zardoniz, Mark Instinct, NumberNin6 & Run DMT,drum and bass
Michael Woods Feat Ester Dean,progressive house
Totally Enormous Extinct Dinosaurs,electronic
Benga feat Bebe Black,dubstep
Bingo Players,house
Zomboy,dubstep
Brown & Gammon,dubstep
Mayhem & Mark Instinct,dubstep
Zardonic & Playma,drum and bass
Zardonic, Omar Santana and Evan Gamble Lewis,drum and bass
Emalkay,dubstep
Dada Life,dance
Foreign Beggars,grime
Excision & Downlink,dubstep
Eptic,dubstep
Clare Maguire,pop
Borgore Feat Shay,dubstep
Filth Collins,dubstep
Kryptic Minds,dubstep
Seven Lions feat Shaz Sparks,dubstep
Carnal Forge,thrash metal
Substep Infrabass,experimental
Emperor,black metal
Demoraliser,metalcore
Anal Cunt,grindcore
Lamb of God,metal
Down to Nothing,hardcore
Rose Funeral,death metal
Burnt By The Sun,metalcore
Eradication,death metal
Austrian Death Machine,metal
Emmure,hardcore
Fear Factory,death metal
Snowgoons,hip hop
Aeon,death metal
Skrillex,dubstep
Heart of a Coward,metal
Volumes,metal
Bleeding Through,metalcore
The Acacia Strain,death metal
Heaven Shall Burn,death metal
Rilo Kiley,indie rock
Kristin Hersh,alternative
Gwen Stefani,pop
Mitski,indie
Christine and the Queens,indie
The Duke Spirit,rock
Antony,new weird america
Nico,experimental
tUnE-yArDs,folk
Tori Amos,rock
Tacocat,punk
Mama Cass,pop
Sharon Van Etten,folk
CHVRCHES,electropop
Karen Elson,folk
Shilpa Ray,punk
Agnes Obel,folk
Sleigh Bells,noise pop
Bell,electro
PS I Love You,indie rock
Empress Of,pop
Angel Olsen,folk
Nicole Atkins,rock
Natalie Merchant,pop
Olga Bell,indie
The Roches,folk
Father John Misty,folk rock
Veruca Salt,rock
Charlotte Martin,experimental
Chairlift,synthpop
Anna von Hausswolff,pop
Caroline Shaw,baroque
Neutral Milk Hotel,lo-fi
Ray Charles,blues
Le Tigre,electronic
Kate Miller-Heidke,pop
Girlpool,lo-fi
Best Coast,lo-fi
Soap&Skin,experimental
Frida Hyvönen,singer-songwriter
Hole,grunge
Ramona Lisa,electronic
First Aid Kit,folk
The Dø,folk rock
Neko Case,americana
Poe,rock
Heavy Glow,rock
Rival Sons,rock
Graveyard,hard rock
Right Said Fred,pop
Sean Rowe,folk
Miracle Legion,jangle pop
Ted Hawkins,blues
The Staves,folk
Elvis Perkins,singer-songwriter
School of Seven Bells,shoegaze
Yim Yames,indie rock
All Them Witches,rock
Sleep,doom metal
Elder,doom metal
David Essex,pop
My Brightest Diamond,indie
Mars Red Sky,stoner rock
Wolf Alice,indie rock
Sleepy Sun,psychedelic rock
Rose Hill Drive,rock
Gipsy Kings,flamenco
Eels,rock
The Cave Singers,folk
Marlon Williams,hip hop
Olivier Libaux,french pop
Stubb,rock
Five Horse Johnson,blues
Mammatus,rock
Funkadelic,funk
Sofa King Killer,sludge metal
Kyuss,rock
The Blue Stones,blues
Naam,psychedelic rock
Hanni El Khatib,blues
Colour Haze,stoner rock
Brutus,rock
The SIGIT,garage rock
Jane Weaver,folk
Sacred Mother Tongue,metal
Pitchshifter,industrial
KMFDM,industrial
Alien Ant Farm,rock
Flaw,rock
Alexisonfire,post-hardcore
The Ocean,metal
Pleymo,rock
Nonpoint,hard rock
Stuck Mojo,rap metal
The Haunted,metal
Solution 45,melodic death metal
Stonegard,metal
EA Games Soundtrack,soundtrack
After Forever,symphonic metal
Apartment 26,rock
Perturbator,electronic
Atomship,alternative metal
Jamie Christopherson,soundtrack
Raised Fist,hardcore
Cinder,rock
The Clay People,industrial rock
Ramallah,hardcore
Circles,metal
Limp Bizkit,rock
Dance With The Dead,80s
Tears for Fears,pop
Trash80,chiptune
Blue Stahli,industrial
X-Ecutioners,hip hop
Long Distance Calling,rock
Destiny Potato,female fronted metal
Sybreed,industrial metal
Rammstein,industrial metal
Animals as Leaders,progressive metal
Run–DMC,hip hop
Static-X,industrial metal
Savant,dubstep
Drivepilot,electro
Staind,rock
Anup Sastry,progressive metal
Soul Cycle,jazz
311,rock
Carpenter Brut,80s
Fear, and Loathing in Las Vegas,post-hardcore
Neon Jungle,dance
Rob Zombie,rock
やなぎなぎ,j pop
Russian Circles,post rock
The Algorithm,math-core
Braids,electronic
Jimmy Napes,remix
Joanna Gruesome,indie pop
Unknown Mortal Orchestra,lo-fi
Jackson Scott,pop
Maribou State,electronic
Ratatat,electronic
E-Train,hip hop
Aer,reggae
DJ Tip-Z,house
Jay-Z & Beanie Sigel,90s
Inventions,ambient
Grooms,indie
The Weather Station,folk
Wax Stag,pop
George Maple,electronic
George Fitzgerald,house
Nosaj Thing,electronic
Nocturnal Sunshine,dubstep
Freedom Fry,french pop
Tracy Chapman,singer-songwriter
Ellie Goulding,pop
DLZ,dance
Frail Limb Purity,80s
Avec Sans,electronic
Local H,rock
Au Revoir Simone,indie pop
Robortom,electronic
Hauschka,classical
Klaus Layer,instrumental
Mike Gao,instrumental
Mr Carmack,instrumental hip hop
Auditorium,soundtrack
Lone,electronic
Rhyton,psychedelic rock
conny olivetti,ambient
To Destroy a City,ambient
Carlos Cipa,classical
Tatran,instrumental
Derek,hardstyle
NOIR,house
Tom Francis,country blues
Ras G,electronic
Sungod,psychedelic
Diplo,electronic
Cuthead,hip hop
The Stuyvesants,instrumental hip hop
Arca,electronic
The Wimshurst's Machine,electronic
2562,techno
Ryan Hemsworth,electronic
Shook,electro
Glass Animals,trip hop
Wolf Gang,pop
Teengirl Fantasy,electronic
Slow Magic,electronic
Trust,rock
Vitamin,hardcore
Young Magic,electronic
Pix,electronica
Dawn Golden,electronic
Flight Facilities,electronic
Babe Rainbow,electronic
Kele,dance
Lolawolf,80s
SBTRKT,electronic
Kosheen,electronica
Oceaán,electronic
Emilíana Torrini,trip hop
Village,rock
Xinobi,electro
Breton,indie
Solvent,electronica
Mount Kimbie,dubstep
Dave Harrington,remix
Matthew Herbert,jazz
Faze Action,disco
The 2 Bears,dance
Marian Hill,remix
William Onyeabor,afrobeat
Reagan Youth,punk
MDC,punk
The Germs,punk
Minutemen,punk
SS Decontrol,heavy metal
Void,hardcore punk
Descendents,punk
Flipper,punk
Minor Threat,hardcore punk
7Seconds,punk
Circle Jerks,punk
Adolescents,punk
Dead Kennedys,punk
Erlend Øye,electronic
Poliça,synthpop
Frédéric Chopin,classical
